0,2971355,2959472
0,3373130,3172621
0,2980839,2986430
0,3011218,3035077
0,2962118,2960273
0,3015634,3038259
0,2979363,2992078
0,3019341,3007788
0,2970473,2959377
0,3373301,3172364
0,2980922,2986101
0,3010389,3035144
0,2961782,2959877
0,3014948,3038163
0,2978581,2991842
0,3018777,3007725
0,2970592,2959357
0,3373933,3172482
0,2980701,2986419
0,3010181,3033651
0,2961139,2959412
0,3014981,3038236
0,2978603,2991746
0,3018751,3007265
0,2970878,2959756
0,3372848,3171478
0,2980363,2985727
0,3010616,3034347
0,2961311,2960096
0,3015640,3038501
0,2979180,2992090
0,3019016,3007400
0,2971000,2959886
0,3372871,3172137
0,2981049,2986802
0,3010749,3034635
0,2960935,2959598
0,3015761,3038162
0,2979161,2991540
0,3019545,3007632
0,2970577,2959756
0,3372617,3171116
0,2980740,2985994
0,3010682,3034224
0,2960498,2959045
0,3014793,3037620
0,2978213,2991047
0,3018977,3006710
0,2969912,2958709
0,3372331,3171582
0,2980512,2985807
0,3010689,3034598
0,2960654,2959243
0,3015126,3037675
0,2978766,2992045
0,3019585,3007431
0,2970904,2959605
0,3373204,3172576
0,2981100,2986724
0,3011192,3034892
0,2961619,2959705
0,3015668,3037988
0,2979046,2991371
0,3018864,3007602
0,2970919,2959732
0,3373499,3172561
0,2980920,2986309
0,3011166,3034562
0,2961544,2959639
0,3015448,3037966
0,2978046,2991188
0,3020034,3007665
0,2970159,2959400
0,3372737,3172014
0,2980753,2985997
0,3011100,3034644
0,2961676,2959966
0,3015825,3038142
0,2978757,2991244
0,3019795,3007688
0,2969831,2958734
0,3373033,3172046
0,2980830,2985652
0,3010651,3033998
0,2961531,2959593
0,3015166,3038345
0,2978622,2991590
0,3019519,3007189
0,2970438,2959779
0,3373017,3172531
0,2981117,2986113
0,3010568,3033516
0,2961002,2959365
0,3015021,3038557
0,2978965,2991489
0,3019628,3007066
0,2970755,2959882
0,3373376,3172568
0,2980669,2986150
0,3010216,3034113
0,2961069,2959047
0,3015068,3038154
0,2978553,2991270
0,3019043,3006644
0,2970769,2959146
0,3372821,3171841
0,2980298,2985621
0,3010849,3034008
0,2960900,2959358
0,3014732,3037962
0,2978659,2991589
0,3019142,3006654
0,2970124,2959479
0,3372947,3172086
0,2980207,2985896
0,3010185,3034312
0,2960855,2959326
0,3014481,3038016
0,2978411,2991643
0,3019206,3006675
0,2970306,2959537
0,3373232,3171971
0,2980651,2986457
0,3010127,3034053
0,2960853,2959333
0,3014432,3037718
0,2978715,2991673
0,3019345,3006805
0,2969965,2958938
0,3373772,3172496
0,2981321,2986368
0,3010517,3033792
0,2961219,2959523
0,3014865,3038265
0,2978572,2991620
0,3019086,3006817
0,2970369,2959431
0,3372848,3171293
0,2980685,2985744
0,3010360,3034590
0,2961348,2959146
0,3014745,3038054
0,2978607,2991408
0,3019169,3007250
0,2970577,2959602
0,3373634,3172155
0,2980393,2985562
0,3010217,3034796
0,2960731,2959520
0,3014802,3038855
0,2978665,2991331
0,3019285,3006701
0,2970122,2959591
0,3372938,3172099
0,2979993,2985551
0,3009792,3033991
0,2960869,2959239
0,3014241,3037933
0,2978661,2991589
0,3018970,3007039
0,2970752,2959671
0,3372639,3172315
0,2980046,2985613
0,3010348,3033896
0,2960418,2958915
0,3014018,3036989
0,2978277,2991181
0,3018826,3006320
0,2969570,2959103
0,3372497,3171981
0,2980005,2985176
0,3010057,3033590
0,2960517,2959045
0,3014344,3037247
0,2978393,2991399
0,3019200,3007132
0,2970037,2959178
0,3373076,3172194
0,2980252,2985637
0,3010382,3034178
0,2961406,2959479
0,3014143,3037226
0,2978241,2990996
0,3019195,3006630
0,2970296,2959183
0,3372398,3171917
0,2980561,2986054
0,3010378,3033714
0,2961016,2959006
0,3014835,3037567
0,2978500,2991517
0,3019066,3006851
0,2970237,2958832
0,3373567,3172490
0,2979475,2985333
0,3009760,3034292
0,2960278,2958640
0,3014646,3037463
0,2978534,2991231
0,3019094,3006985
0,2970250,2959105
0,3372660,3172030
0,2980725,2986080
0,3010268,3034185
0,2960807,2959063
0,3014787,3037559
0,2978489,2991783
0,3019028,3007270
0,2970110,2958859
0,3373081,3171763
0,2979959,2985118
0,3009446,3033497
0,2960179,2958857
0,3014196,3037349
0,2978100,2991143
0,3018767,3006893
0,2970319,2959669
0,3373231,3172175
0,2980466,2985591
0,3010442,3034112
0,2960990,2959011
0,3014938,3037684
0,2978412,2990777
0,3018803,3006985
0,2969846,2958399
0,3372711,3171600
0,2979675,2985630
0,3010151,3033955
0,2960926,2958979
0,3014746,3037499
0,2978503,2991035
0,3018497,3006186
0,2969964,2958541
0,3372687,3171599
0,2980062,2985558
0,3010018,3033586
0,2960365,2958423
0,3014483,3037485
0,2978507,2990915
0,3018775,3006771
0,2969925,2958400
0,3372368,3171366
0,2980049,2984799
0,3009935,3033683
0,2960359,2958909
0,3014032,3037250
0,2978132,2990616
0,3018428,3006632
0,2969420,2958304
0,3372177,3170829
0,2979523,2984895
0,3009324,3033346
0,2960172,2958233
0,3014232,3037041
0,2978440,2990240
0,3018724,3006953
0,2970024,2958487
0,3372376,3171386
0,2980228,2985870
0,3009697,3033857
0,2960485,2958618
0,3013724,3037053
0,2977925,2990830
0,3018081,3006693
0,2970048,2958472
0,3372352,3172098
0,2979576,2985026
0,3009980,3033421
0,2960186,2957946
0,3014067,3037660
0,2978125,2990982
0,3018580,3006149
0,2970345,2958338
0,3372586,3171539
0,2980273,2985627
0,3009605,3033840
0,2961078,2958940
0,3014538,3037761
0,2978564,2991492
0,3019539,3006993
0,2969991,2958876
0,3372937,3171621
0,2980134,2985192
0,3009760,3034127
0,2961653,2959068
0,3014406,3038193
0,2978473,2991316
0,3019654,3007086
0,2970168,2958947
0,3372576,3171658
0,2980004,2985375
0,3009507,3033919
0,2960835,2958601
0,3013768,3037286
0,2978481,2991592
0,3019523,3006597
0,2970291,2958905
0,3372903,3171720
0,2980464,2985942
0,3010146,3034668
0,2960361,2958729
0,3014438,3037496
0,2977743,2991161
0,3018382,3007407
0,2970541,2959260
0,3372769,3171644
0,2980025,2985331
0,3010312,3034248
0,2960201,2958173
0,3013954,3037043
0,2978349,2991151
0,3018487,3006745
0,2969855,2958575
0,3372554,3171127
0,2980023,2985520
0,3010146,3034405
0,2960743,2958586
0,3014074,3036830
0,2978712,2991234
0,3018741,3007262
0,2970143,2958783
0,3372278,3171232
0,2980097,2985486
0,3009929,3034069
0,2960610,2958986
0,3014494,3037947
0,2979103,2991632
0,3018979,3007039
0,2969396,2959036
0,3372528,3171555
0,2980234,2985689
0,3010080,3033944
0,2960815,2958925
0,3014117,3038125
0,2978606,2991340
0,3018773,3007545
0,2969927,2958957
0,3372141,3171941
0,2980193,2985483
0,3009875,3034162
0,2960078,2958442
0,3014095,3038090
0,2978718,2991243
0,3018725,3007067
0,2969898,2958575
0,3372924,3171914
0,2979995,2985593
0,3009669,3034084
0,2960306,2958577
0,3013997,3037216
0,2977966,2991138
0,3018938,3007248
0,2969739,2958345
0,3372933,3172118
0,2980314,2984661
0,3010197,3033926
0,2960468,2958965
0,3014223,3037979
0,2978489,2991391
0,3019039,3007216
0,2970151,2958375
0,3372987,3171946
0,2980225,2985516
0,3010465,3034107
0,2960432,2958786
0,3014699,3037705
0,2978435,2991459
0,3018712,3007114
0,2970131,2959006
0,3373100,3171701
0,2980029,2985610
0,3010227,3034180
0,2960263,2958664
0,3013867,3037296
0,2978055,2991200
0,3018372,3007385
0,2970239,2958992
0,3372523,3171988
0,2980058,2985530
0,3010024,3034074
0,2960862,2959203
0,3014400,3037700
0,2978641,2990843
0,3018872,3007008
0,2969766,2958602
0,3372650,3172242
0,2980234,2985241
0,3009203,3033190
0,2960606,2958701
0,3014179,3037823
0,2978018,2990771
0,3018694,3007215
0,2969785,2958532
0,3372428,3172083
0,2980075,2985538
0,3010487,3034171
0,2960412,2958468
0,3013862,3037682
0,2977973,2990312
0,3018274,3006205
