clk_s_T(s),gbf_T(s),q_str_d,Alarm_Detector,q_str_atm,Alarm_ATM
1.000000e-05,1.550000e-07,31,'1',321,'1'
1.000000e-05,1.600000e-07,30,'1',311,'1'
1.000000e-05,1.640000e-07,30,'1',303,'1'
1.000000e-05,1.690000e-07,28,'1',294,'1'
1.000000e-05,1.750000e-07,28,'1',285,'1'
1.000000e-05,1.800000e-07,27,'1',277,'1'
1.000000e-05,1.850000e-07,26,'1',269,'1'
1.000000e-05,1.900000e-07,25,'0',262,'1'
1.000000e-05,1.950000e-07,25,'0',256,'1'
1.000000e-05,2.000000e-07,24,'0',249,'1'
1.000000e-05,2.050000e-07,23,'0',243,'1'
1.000000e-05,2.100000e-07,23,'0',237,'1'
1.000000e-05,2.150000e-07,22,'0',231,'1'
1.000000e-05,2.200000e-07,21,'0',226,'1'
1.000000e-05,2.250000e-07,22,'0',221,'1'
1.000000e-05,2.300000e-07,21,'0',216,'0'
1.000000e-05,2.350000e-07,21,'0',212,'0'
1.000000e-05,2.400000e-07,20,'0',207,'0'
1.000000e-05,2.450000e-07,20,'0',203,'0'
1.000000e-05,2.500000e-07,19,'0',199,'0'
1.000000e-05,2.550000e-07,18,'0',195,'0'
1.000000e-05,2.600000e-07,18,'0',191,'0'
1.000000e-05,2.650000e-07,18,'0',188,'0'
1.000000e-05,2.700000e-07,17,'0',184,'0'
1.000000e-05,2.750000e-07,17,'0',181,'0'
1.000000e-05,2.800000e-07,16,'0',177,'1'
1.000000e-05,2.850000e-07,16,'0',175,'1'
1.000000e-05,2.900000e-07,16,'0',171,'1'
1.000000e-05,2.950000e-07,16,'0',168,'1'
1.000000e-05,3.000000e-07,16,'0',166,'1'
1.000000e-05,3.050000e-07,16,'0',163,'1'
1.000000e-05,3.100000e-07,15,'0',160,'1'
1.000000e-05,3.150000e-07,15,'0',158,'1'
1.000000e-05,3.200000e-07,14,'0',155,'1'
1.000000e-05,3.250000e-07,14,'0',153,'1'
1.000000e-05,3.300000e-07,14,'0',150,'1'
1.000000e-05,3.350000e-07,14,'1',148,'1'
1.000000e-05,3.390000e-07,14,'1',146,'1'
1.000000e-05,3.450000e-07,13,'1',144,'1'
1.000000e-05,3.500000e-07,13,'1',142,'1'
1.000000e-05,3.550000e-07,13,'1',140,'1'
1.000000e-05,3.600000e-07,13,'1',138,'1'
1.000000e-05,3.650000e-07,12,'1',136,'1'
1.000000e-05,3.700000e-07,13,'1',134,'1'
1.000000e-05,3.750000e-07,12,'1',133,'1'
1.000000e-05,3.800000e-07,12,'1',130,'1'
1.000000e-05,3.850000e-07,12,'1',129,'1'
1.000000e-05,3.900000e-07,12,'1',127,'1'
1.000000e-05,3.950000e-07,12,'1',125,'1'
1.000000e-05,4.000000e-07,12,'1',124,'1'
1.000000e-05,4.050000e-07,11,'1',123,'1'
1.000000e-05,4.100000e-07,11,'1',121,'1'
1.000000e-05,4.150000e-07,11,'1',120,'1'
1.000000e-05,4.200000e-07,11,'1',118,'1'
1.000000e-05,4.250000e-07,11,'1',117,'1'
1.000000e-05,4.300000e-07,11,'1',115,'1'
1.000000e-05,4.350000e-07,11,'1',114,'1'
1.000000e-05,4.400000e-07,10,'1',113,'1'
1.000000e-05,4.450000e-07,10,'1',112,'1'
1.000000e-05,4.500000e-07,10,'1',110,'1'
1.000000e-05,4.540000e-07,10,'1',109,'1'
1.000000e-05,4.590000e-07,10,'1',108,'1'
1.000000e-05,4.640000e-07,10,'1',106,'1'
1.000000e-05,4.700000e-07,10,'1',105,'1'
1.000000e-05,4.750000e-07,10,'1',104,'1'
1.000000e-05,4.800000e-07,10,'1',103,'1'
1.000000e-05,4.850000e-07,9,'1',102,'1'
1.000000e-05,4.900000e-07,9,'1',102,'1'
1.000000e-05,4.950000e-07,9,'1',100,'1'
1.020000e-05,5.000000e-09,251,'1',10199,'1'
1.020000e-05,1.000000e-08,253,'1',5099,'1'
1.020000e-05,1.500000e-08,83,'1',3399,'1'
1.020000e-05,1.900000e-08,254,'1',2549,'1'
1.020000e-05,2.400000e-08,203,'1',2040,'1'
1.020000e-05,3.000000e-08,169,'1',1699,'1'
1.020000e-05,3.500000e-08,144,'1',1456,'1'
1.020000e-05,4.000000e-08,126,'1',1274,'1'
1.020000e-05,4.500000e-08,113,'1',1132,'1'
1.020000e-05,4.900000e-08,101,'1',1019,'1'
1.020000e-05,5.400000e-08,92,'1',926,'1'
1.020000e-05,6.000000e-08,84,'1',849,'1'
1.020000e-05,6.500000e-08,78,'1',783,'1'
1.020000e-05,7.000000e-08,71,'1',727,'1'
1.020000e-05,7.500000e-08,67,'1',679,'1'
1.020000e-05,7.900000e-08,62,'1',636,'1'
1.020000e-05,8.400000e-08,59,'1',599,'1'
1.020000e-05,9.000000e-08,56,'1',566,'1'
1.020000e-05,9.500000e-08,53,'1',536,'1'
1.020000e-05,1.000000e-07,50,'1',509,'1'
1.020000e-05,1.050000e-07,48,'1',485,'1'
1.020000e-05,1.090000e-07,46,'1',462,'1'
1.020000e-05,1.140000e-07,43,'1',442,'1'
1.020000e-05,1.200000e-07,42,'1',424,'1'
1.020000e-05,1.250000e-07,40,'1',407,'1'
1.020000e-05,1.300000e-07,38,'1',391,'1'
1.020000e-05,1.350000e-07,36,'1',377,'1'
1.020000e-05,1.400000e-07,35,'1',363,'1'
1.020000e-05,1.450000e-07,34,'1',350,'1'
1.020000e-05,1.500000e-07,33,'1',339,'1'
1.020000e-05,1.550000e-07,32,'1',328,'1'
1.020000e-05,1.600000e-07,31,'1',318,'1'
1.020000e-05,1.640000e-07,30,'1',308,'1'
1.020000e-05,1.690000e-07,29,'1',299,'1'
1.020000e-05,1.750000e-07,28,'1',290,'1'
1.020000e-05,1.800000e-07,28,'1',283,'1'
1.020000e-05,1.850000e-07,26,'1',275,'1'
1.020000e-05,1.900000e-07,26,'0',267,'1'
1.020000e-05,1.950000e-07,25,'0',261,'1'
1.020000e-05,2.000000e-07,24,'0',254,'1'
1.020000e-05,2.050000e-07,24,'1',248,'1'
1.020000e-05,2.100000e-07,23,'0',242,'1'
1.020000e-05,2.150000e-07,22,'0',237,'1'
1.020000e-05,2.200000e-07,22,'0',231,'1'
1.020000e-05,2.250000e-07,22,'0',226,'1'
1.020000e-05,2.300000e-07,21,'0',221,'1'
1.020000e-05,2.350000e-07,21,'0',216,'0'
1.020000e-05,2.400000e-07,20,'0',211,'0'
1.020000e-05,2.450000e-07,20,'0',208,'0'
1.020000e-05,2.500000e-07,19,'0',203,'0'
1.020000e-05,2.550000e-07,19,'0',199,'0'
1.020000e-05,2.600000e-07,19,'0',195,'0'
1.020000e-05,2.650000e-07,18,'0',191,'0'
1.020000e-05,2.700000e-07,18,'0',188,'0'
1.020000e-05,2.750000e-07,18,'0',184,'0'
1.020000e-05,2.800000e-07,17,'0',181,'0'
1.020000e-05,2.850000e-07,17,'0',178,'1'
1.020000e-05,2.900000e-07,17,'0',175,'1'
1.020000e-05,2.950000e-07,17,'0',172,'1'
1.020000e-05,3.000000e-07,16,'0',169,'1'
1.020000e-05,3.050000e-07,15,'0',166,'1'
1.020000e-05,3.100000e-07,16,'0',163,'1'
1.020000e-05,3.150000e-07,15,'0',161,'1'
1.020000e-05,3.200000e-07,15,'0',158,'1'
1.020000e-05,3.250000e-07,14,'0',156,'1'
1.020000e-05,3.300000e-07,15,'0',153,'1'
1.020000e-05,3.350000e-07,14,'0',151,'1'
1.020000e-05,3.390000e-07,14,'0',149,'1'
1.020000e-05,3.450000e-07,13,'1',147,'1'
1.020000e-05,3.500000e-07,14,'1',144,'1'
1.020000e-05,3.550000e-07,13,'1',142,'1'
1.020000e-05,3.600000e-07,14,'1',141,'1'
1.020000e-05,3.650000e-07,13,'1',139,'1'
1.020000e-05,3.700000e-07,13,'1',137,'1'
1.020000e-05,3.750000e-07,12,'1',135,'1'
1.020000e-05,3.800000e-07,12,'1',133,'1'
1.020000e-05,3.850000e-07,12,'1',132,'1'
1.020000e-05,3.900000e-07,12,'1',130,'1'
1.020000e-05,3.950000e-07,12,'1',128,'1'
1.020000e-05,4.000000e-07,11,'1',126,'1'
1.020000e-05,4.050000e-07,12,'1',125,'1'
1.020000e-05,4.100000e-07,11,'1',124,'1'
1.020000e-05,4.150000e-07,11,'1',122,'1'
1.020000e-05,4.200000e-07,11,'1',120,'1'
1.020000e-05,4.250000e-07,11,'1',119,'1'
1.020000e-05,4.300000e-07,11,'1',117,'1'
1.020000e-05,4.350000e-07,11,'1',116,'1'
1.020000e-05,4.400000e-07,11,'1',115,'1'
1.020000e-05,4.450000e-07,10,'1',114,'1'
1.020000e-05,4.500000e-07,10,'1',112,'1'
1.020000e-05,4.540000e-07,10,'1',111,'1'
1.020000e-05,4.590000e-07,10,'1',109,'1'
1.020000e-05,4.640000e-07,10,'1',109,'1'
1.020000e-05,4.700000e-07,10,'1',108,'1'
1.020000e-05,4.750000e-07,10,'1',106,'1'
1.020000e-05,4.800000e-07,10,'1',105,'1'
1.020000e-05,4.850000e-07,9,'1',104,'1'
1.020000e-05,4.900000e-07,9,'1',103,'1'
1.020000e-05,4.950000e-07,10,'1',102,'1'
1.040000e-05,5.000000e-09,15,'0',10399,'1'
1.040000e-05,1.000000e-08,7,'1',5199,'1'
1.040000e-05,1.500000e-08,89,'1',3466,'1'
1.040000e-05,1.900000e-08,3,'1',2599,'1'
1.040000e-05,2.400000e-08,207,'1',2079,'1'
1.040000e-05,3.000000e-08,173,'1',1733,'1'
1.040000e-05,3.500000e-08,147,'1',1485,'1'
1.040000e-05,4.000000e-08,129,'1',1299,'1'
1.040000e-05,4.500000e-08,115,'1',1155,'1'
1.040000e-05,4.900000e-08,103,'1',1039,'1'
1.040000e-05,5.400000e-08,93,'1',945,'1'
1.040000e-05,6.000000e-08,85,'1',865,'1'
1.040000e-05,6.500000e-08,79,'1',799,'1'
1.040000e-05,7.000000e-08,73,'1',742,'1'
1.040000e-05,7.500000e-08,68,'1',692,'1'
1.040000e-05,7.900000e-08,64,'1',649,'1'
1.040000e-05,8.400000e-08,60,'1',611,'1'
1.040000e-05,9.000000e-08,57,'1',576,'1'
1.040000e-05,9.500000e-08,53,'1',546,'1'
1.040000e-05,1.000000e-07,51,'1',519,'1'
1.040000e-05,1.050000e-07,49,'1',494,'1'
1.040000e-05,1.090000e-07,47,'1',472,'1'
1.040000e-05,1.140000e-07,44,'1',451,'1'
1.040000e-05,1.200000e-07,42,'1',432,'1'
1.040000e-05,1.250000e-07,40,'1',415,'1'
1.040000e-05,1.300000e-07,39,'1',399,'1'
1.040000e-05,1.350000e-07,37,'1',385,'1'
1.040000e-05,1.400000e-07,36,'1',370,'1'
1.040000e-05,1.450000e-07,35,'1',357,'1'
1.040000e-05,1.500000e-07,33,'1',345,'1'
1.040000e-05,1.550000e-07,32,'1',335,'1'
1.040000e-05,1.600000e-07,31,'1',324,'1'
1.040000e-05,1.640000e-07,30,'1',314,'1'
1.040000e-05,1.690000e-07,29,'1',305,'1'
1.040000e-05,1.750000e-07,29,'1',296,'1'
1.040000e-05,1.800000e-07,28,'1',288,'1'
1.040000e-05,1.850000e-07,27,'1',280,'1'
1.040000e-05,1.900000e-07,26,'1',273,'1'
1.040000e-05,1.950000e-07,26,'0',266,'1'
1.040000e-05,2.000000e-07,25,'0',259,'1'
1.040000e-05,2.050000e-07,25,'0',253,'1'
1.040000e-05,2.100000e-07,24,'0',246,'1'
1.040000e-05,2.150000e-07,23,'0',240,'1'
1.040000e-05,2.200000e-07,22,'0',235,'1'
1.040000e-05,2.250000e-07,22,'0',230,'1'
1.040000e-05,2.300000e-07,22,'0',225,'1'
1.040000e-05,2.350000e-07,21,'0',221,'1'
1.040000e-05,2.400000e-07,21,'0',216,'0'
1.040000e-05,2.450000e-07,20,'0',212,'0'
1.040000e-05,2.500000e-07,20,'0',207,'0'
1.040000e-05,2.550000e-07,19,'0',203,'0'
1.040000e-05,2.600000e-07,19,'0',199,'0'
1.040000e-05,2.650000e-07,18,'0',195,'0'
1.040000e-05,2.700000e-07,18,'0',192,'0'
1.040000e-05,2.750000e-07,18,'0',189,'0'
1.040000e-05,2.800000e-07,18,'0',184,'0'
1.040000e-05,2.850000e-07,17,'0',181,'0'
1.040000e-05,2.900000e-07,17,'0',178,'1'
1.040000e-05,2.950000e-07,17,'0',175,'1'
1.040000e-05,3.000000e-07,16,'0',172,'1'
1.040000e-05,3.050000e-07,16,'0',170,'1'
1.040000e-05,3.100000e-07,15,'0',167,'1'
1.040000e-05,3.150000e-07,15,'0',164,'1'
1.040000e-05,3.200000e-07,16,'0',162,'1'
1.040000e-05,3.250000e-07,15,'0',159,'1'
1.040000e-05,3.300000e-07,15,'0',156,'1'
1.040000e-05,3.350000e-07,15,'0',154,'1'
1.040000e-05,3.390000e-07,14,'0',152,'1'
1.040000e-05,3.450000e-07,14,'0',150,'1'
1.040000e-05,3.500000e-07,13,'1',148,'1'
1.040000e-05,3.550000e-07,13,'1',145,'1'
1.040000e-05,3.600000e-07,14,'1',143,'1'
1.040000e-05,3.650000e-07,13,'1',141,'1'
1.040000e-05,3.700000e-07,13,'1',139,'1'
1.040000e-05,3.750000e-07,13,'1',137,'1'
1.040000e-05,3.800000e-07,12,'1',136,'1'
1.040000e-05,3.850000e-07,13,'1',134,'1'
1.040000e-05,3.900000e-07,12,'1',132,'1'
1.040000e-05,3.950000e-07,12,'1',131,'1'
1.040000e-05,4.000000e-07,12,'1',129,'1'
1.040000e-05,4.050000e-07,12,'1',127,'1'
1.040000e-05,4.100000e-07,12,'1',126,'1'
1.040000e-05,4.150000e-07,11,'1',125,'1'
1.040000e-05,4.200000e-07,11,'1',123,'1'
1.040000e-05,4.250000e-07,11,'1',122,'1'
1.040000e-05,4.300000e-07,11,'1',120,'1'
1.040000e-05,4.350000e-07,11,'1',118,'1'
1.040000e-05,4.400000e-07,11,'1',117,'1'
1.040000e-05,4.450000e-07,11,'1',116,'1'
1.040000e-05,4.500000e-07,10,'1',114,'1'
1.040000e-05,4.540000e-07,11,'1',113,'1'
1.040000e-05,4.590000e-07,11,'1',112,'1'
1.040000e-05,4.640000e-07,10,'1',111,'1'
1.040000e-05,4.700000e-07,10,'1',109,'1'
1.040000e-05,4.750000e-07,10,'1',109,'1'
1.040000e-05,4.800000e-07,10,'1',107,'1'
1.040000e-05,4.850000e-07,10,'1',106,'1'
1.040000e-05,4.900000e-07,10,'1',105,'1'
1.040000e-05,4.950000e-07,10,'1',104,'1'
1.060000e-05,5.000000e-09,35,'1',10599,'1'
1.060000e-05,1.000000e-08,17,'0',5299,'1'
1.060000e-05,1.500000e-08,96,'1',3532,'1'
1.060000e-05,1.900000e-08,8,'1',2649,'1'
1.060000e-05,2.400000e-08,211,'1',2119,'1'
1.060000e-05,3.000000e-08,175,'1',1766,'1'
1.060000e-05,3.500000e-08,150,'1',1514,'1'
1.060000e-05,4.000000e-08,132,'1',1324,'1'
1.060000e-05,4.500000e-08,117,'1',1177,'1'
1.060000e-05,4.900000e-08,105,'1',1059,'1'
1.060000e-05,5.400000e-08,95,'1',963,'1'
1.060000e-05,6.000000e-08,88,'1',883,'1'
1.060000e-05,6.500000e-08,81,'1',814,'1'
1.060000e-05,7.000000e-08,75,'1',756,'1'
1.060000e-05,7.500000e-08,69,'1',706,'1'
1.060000e-05,7.900000e-08,65,'1',662,'1'
1.060000e-05,8.400000e-08,61,'1',623,'1'
1.060000e-05,9.000000e-08,58,'1',588,'1'
1.060000e-05,9.500000e-08,55,'1',557,'1'
1.060000e-05,1.000000e-07,52,'1',529,'1'
1.060000e-05,1.050000e-07,49,'1',504,'1'
1.060000e-05,1.090000e-07,47,'1',481,'1'
1.060000e-05,1.140000e-07,45,'1',460,'1'
1.060000e-05,1.200000e-07,43,'1',441,'1'
1.060000e-05,1.250000e-07,41,'1',423,'1'
1.060000e-05,1.300000e-07,39,'1',407,'1'
1.060000e-05,1.350000e-07,38,'1',392,'1'
1.060000e-05,1.400000e-07,37,'1',377,'1'
1.060000e-05,1.450000e-07,36,'1',364,'1'
1.060000e-05,1.500000e-07,34,'1',352,'1'
1.060000e-05,1.550000e-07,33,'1',341,'1'
1.060000e-05,1.600000e-07,32,'1',331,'1'
1.060000e-05,1.640000e-07,31,'1',320,'1'
1.060000e-05,1.690000e-07,30,'1',311,'1'
1.060000e-05,1.750000e-07,29,'1',302,'1'
1.060000e-05,1.800000e-07,29,'1',293,'1'
1.060000e-05,1.850000e-07,28,'1',285,'1'
1.060000e-05,1.900000e-07,26,'1',278,'1'
1.060000e-05,1.950000e-07,27,'1',271,'1'
1.060000e-05,2.000000e-07,26,'0',264,'1'
1.060000e-05,2.050000e-07,25,'0',258,'1'
1.060000e-05,2.100000e-07,25,'0',252,'1'
1.060000e-05,2.150000e-07,24,'0',245,'1'
1.060000e-05,2.200000e-07,24,'0',240,'1'
1.060000e-05,2.250000e-07,23,'0',235,'1'
1.060000e-05,2.300000e-07,22,'0',229,'1'
1.060000e-05,2.350000e-07,21,'0',225,'1'
1.060000e-05,2.400000e-07,21,'0',219,'0'
1.060000e-05,2.450000e-07,20,'0',216,'0'
1.060000e-05,2.500000e-07,21,'0',211,'0'
1.060000e-05,2.550000e-07,19,'0',207,'0'
1.060000e-05,2.600000e-07,20,'0',202,'0'
1.060000e-05,2.650000e-07,19,'0',199,'0'
1.060000e-05,2.700000e-07,19,'0',195,'0'
1.060000e-05,2.750000e-07,18,'0',192,'0'
1.060000e-05,2.800000e-07,18,'1',188,'1'
1.060000e-05,2.850000e-07,17,'0',185,'0'
1.060000e-05,2.900000e-07,17,'0',182,'0'
1.060000e-05,2.950000e-07,17,'0',179,'1'
1.060000e-05,3.000000e-07,17,'0',176,'1'
1.060000e-05,3.050000e-07,17,'0',173,'1'
1.060000e-05,3.100000e-07,16,'0',170,'1'
1.060000e-05,3.150000e-07,16,'0',167,'1'
1.060000e-05,3.200000e-07,16,'0',164,'1'
1.060000e-05,3.250000e-07,15,'0',162,'1'
1.060000e-05,3.300000e-07,15,'0',160,'1'
1.060000e-05,3.350000e-07,14,'0',158,'1'
1.060000e-05,3.390000e-07,15,'0',154,'1'
1.060000e-05,3.450000e-07,14,'0',153,'1'
1.060000e-05,3.500000e-07,14,'0',150,'1'
1.060000e-05,3.550000e-07,14,'1',149,'1'
1.060000e-05,3.600000e-07,13,'1',147,'1'
1.060000e-05,3.650000e-07,13,'1',145,'1'
1.060000e-05,3.700000e-07,13,'1',142,'1'
1.060000e-05,3.750000e-07,13,'1',140,'1'
1.060000e-05,3.800000e-07,13,'1',139,'1'
1.060000e-05,3.850000e-07,13,'1',137,'1'
1.060000e-05,3.900000e-07,13,'1',135,'1'
1.060000e-05,3.950000e-07,12,'1',133,'1'
1.060000e-05,4.000000e-07,12,'1',131,'1'
1.060000e-05,4.050000e-07,12,'1',129,'1'
1.060000e-05,4.100000e-07,12,'1',128,'1'
1.060000e-05,4.150000e-07,12,'1',126,'1'
1.060000e-05,4.200000e-07,11,'1',125,'1'
1.060000e-05,4.250000e-07,11,'1',124,'1'
1.060000e-05,4.300000e-07,12,'1',122,'1'
1.060000e-05,4.350000e-07,11,'1',121,'1'
1.060000e-05,4.400000e-07,11,'1',119,'1'
1.060000e-05,4.450000e-07,11,'1',118,'1'
1.060000e-05,4.500000e-07,11,'1',117,'1'
1.060000e-05,4.540000e-07,10,'1',115,'1'
1.060000e-05,4.590000e-07,11,'1',115,'1'
1.060000e-05,4.640000e-07,11,'1',113,'1'
1.060000e-05,4.700000e-07,10,'1',112,'1'
1.060000e-05,4.750000e-07,10,'1',111,'1'
1.060000e-05,4.800000e-07,10,'1',109,'1'
1.060000e-05,4.850000e-07,10,'1',109,'1'
1.060000e-05,4.900000e-07,9,'1',107,'1'
1.060000e-05,4.950000e-07,9,'1',106,'1'
1.080000e-05,5.000000e-09,55,'1',10799,'1'
1.080000e-05,1.000000e-08,27,'1',5399,'1'
1.080000e-05,1.500000e-08,103,'1',3599,'1'
1.080000e-05,1.900000e-08,13,'1',2699,'1'
1.080000e-05,2.400000e-08,215,'1',2159,'1'
1.080000e-05,3.000000e-08,179,'1',1799,'1'
1.080000e-05,3.500000e-08,153,'1',1542,'1'
1.080000e-05,4.000000e-08,134,'1',1349,'1'
1.080000e-05,4.500000e-08,119,'1',1199,'1'
1.080000e-05,4.900000e-08,107,'1',1079,'1'
1.080000e-05,5.400000e-08,98,'1',981,'1'
1.080000e-05,6.000000e-08,89,'1',899,'1'
1.080000e-05,6.500000e-08,82,'1',829,'1'
1.080000e-05,7.000000e-08,76,'1',770,'1'
1.080000e-05,7.500000e-08,71,'1',719,'1'
1.080000e-05,7.900000e-08,67,'1',674,'1'
1.080000e-05,8.400000e-08,62,'1',635,'1'
1.080000e-05,9.000000e-08,59,'1',599,'1'
1.080000e-05,9.500000e-08,56,'1',567,'1'
1.080000e-05,1.000000e-07,53,'1',539,'1'
1.080000e-05,1.050000e-07,50,'1',513,'1'
1.080000e-05,1.090000e-07,48,'1',490,'1'
1.080000e-05,1.140000e-07,45,'1',469,'1'
1.080000e-05,1.200000e-07,44,'1',449,'1'
1.080000e-05,1.250000e-07,42,'1',431,'1'
1.080000e-05,1.300000e-07,40,'1',414,'1'
1.080000e-05,1.350000e-07,39,'1',399,'1'
1.080000e-05,1.400000e-07,37,'1',385,'1'
1.080000e-05,1.450000e-07,36,'1',371,'1'
1.080000e-05,1.500000e-07,35,'1',357,'1'
1.080000e-05,1.550000e-07,34,'1',347,'1'
1.080000e-05,1.600000e-07,33,'1',336,'1'
1.080000e-05,1.640000e-07,32,'1',327,'1'
1.080000e-05,1.690000e-07,30,'1',317,'1'
1.080000e-05,1.750000e-07,30,'1',308,'1'
1.080000e-05,1.800000e-07,29,'1',299,'1'
1.080000e-05,1.850000e-07,28,'1',291,'1'
1.080000e-05,1.900000e-07,28,'1',283,'1'
1.080000e-05,1.950000e-07,27,'1',276,'1'
1.080000e-05,2.000000e-07,26,'0',269,'1'
1.080000e-05,2.050000e-07,25,'0',262,'1'
1.080000e-05,2.100000e-07,25,'0',256,'1'
1.080000e-05,2.150000e-07,24,'0',251,'1'
1.080000e-05,2.200000e-07,24,'0',244,'1'
1.080000e-05,2.250000e-07,23,'0',239,'1'
1.080000e-05,2.300000e-07,22,'0',234,'1'
1.080000e-05,2.350000e-07,22,'0',229,'1'
1.080000e-05,2.400000e-07,22,'0',224,'1'
1.080000e-05,2.450000e-07,21,'0',219,'0'
1.080000e-05,2.500000e-07,21,'0',215,'0'
1.080000e-05,2.550000e-07,20,'0',211,'0'
1.080000e-05,2.600000e-07,20,'0',207,'0'
1.080000e-05,2.650000e-07,19,'0',203,'0'
1.080000e-05,2.700000e-07,19,'0',199,'0'
1.080000e-05,2.750000e-07,19,'0',196,'0'
1.080000e-05,2.800000e-07,18,'0',192,'0'
1.080000e-05,2.850000e-07,18,'0',189,'0'
1.080000e-05,2.900000e-07,18,'1',186,'1'
1.080000e-05,2.950000e-07,17,'0',182,'0'
1.080000e-05,3.000000e-07,17,'0',179,'1'
1.080000e-05,3.050000e-07,16,'0',176,'1'
1.080000e-05,3.100000e-07,17,'0',173,'1'
1.080000e-05,3.150000e-07,17,'0',170,'1'
1.080000e-05,3.200000e-07,16,'0',166,'1'
1.080000e-05,3.250000e-07,15,'1',165,'1'
1.080000e-05,3.300000e-07,15,'0',163,'1'
1.080000e-05,3.350000e-07,15,'0',160,'1'
1.080000e-05,3.390000e-07,15,'0',158,'1'
1.080000e-05,3.450000e-07,14,'0',155,'1'
1.080000e-05,3.500000e-07,15,'0',153,'1'
1.080000e-05,3.550000e-07,14,'0',151,'1'
1.080000e-05,3.600000e-07,14,'0',149,'1'
1.080000e-05,3.650000e-07,14,'1',147,'1'
1.080000e-05,3.700000e-07,14,'1',145,'1'
1.080000e-05,3.750000e-07,14,'1',143,'1'
1.080000e-05,3.800000e-07,13,'1',141,'1'
1.080000e-05,3.850000e-07,13,'1',140,'1'
1.080000e-05,3.900000e-07,13,'1',138,'1'
1.080000e-05,3.950000e-07,12,'1',135,'1'
1.080000e-05,4.000000e-07,12,'1',134,'1'
1.080000e-05,4.050000e-07,12,'1',132,'1'
1.080000e-05,4.100000e-07,12,'1',131,'1'
1.080000e-05,4.150000e-07,12,'1',130,'1'
1.080000e-05,4.200000e-07,12,'1',127,'1'
1.080000e-05,4.250000e-07,12,'1',126,'1'
1.080000e-05,4.300000e-07,11,'1',124,'1'
1.080000e-05,4.350000e-07,11,'1',123,'1'
1.080000e-05,4.400000e-07,12,'1',122,'1'
1.080000e-05,4.450000e-07,11,'1',121,'1'
1.080000e-05,4.500000e-07,11,'1',119,'1'
1.080000e-05,4.540000e-07,11,'1',116,'1'
1.080000e-05,4.590000e-07,11,'1',117,'1'
1.080000e-05,4.640000e-07,11,'1',115,'1'
1.080000e-05,4.700000e-07,10,'1',114,'1'
1.080000e-05,4.750000e-07,10,'1',113,'1'
1.080000e-05,4.800000e-07,11,'1',112,'1'
1.080000e-05,4.850000e-07,10,'1',110,'1'
1.080000e-05,4.900000e-07,10,'1',108,'1'
1.080000e-05,4.950000e-07,10,'1',108,'1'
1.100000e-05,5.000000e-09,75,'1',10999,'1'
1.100000e-05,1.000000e-08,37,'1',5499,'1'
1.100000e-05,1.500000e-08,109,'1',3665,'1'
1.100000e-05,1.900000e-08,18,'0',2749,'1'
1.100000e-05,2.400000e-08,219,'1',2199,'1'
1.100000e-05,3.000000e-08,183,'1',1833,'1'
1.100000e-05,3.500000e-08,156,'1',1571,'1'
1.100000e-05,4.000000e-08,136,'1',1374,'1'
1.100000e-05,4.500000e-08,121,'1',1222,'1'
1.100000e-05,4.900000e-08,109,'1',1099,'1'
1.100000e-05,5.400000e-08,99,'1',999,'1'
1.100000e-05,6.000000e-08,91,'1',916,'1'
1.100000e-05,6.500000e-08,83,'1',845,'1'
1.100000e-05,7.000000e-08,78,'1',785,'1'
1.100000e-05,7.500000e-08,73,'1',732,'1'
1.100000e-05,7.900000e-08,67,'1',687,'1'
1.100000e-05,8.400000e-08,64,'1',646,'1'
1.100000e-05,9.000000e-08,60,'1',610,'1'
1.100000e-05,9.500000e-08,56,'1',578,'1'
1.100000e-05,1.000000e-07,54,'1',549,'1'
1.100000e-05,1.050000e-07,51,'1',523,'1'
1.100000e-05,1.090000e-07,49,'1',499,'1'
1.100000e-05,1.140000e-07,47,'1',478,'1'
1.100000e-05,1.200000e-07,45,'1',457,'1'
1.100000e-05,1.250000e-07,43,'1',439,'1'
1.100000e-05,1.300000e-07,42,'1',422,'1'
1.100000e-05,1.350000e-07,39,'1',407,'1'
1.100000e-05,1.400000e-07,38,'1',392,'1'
1.100000e-05,1.450000e-07,37,'1',378,'1'
1.100000e-05,1.500000e-07,35,'1',366,'1'
1.100000e-05,1.550000e-07,34,'1',354,'1'
1.100000e-05,1.600000e-07,33,'1',343,'1'
1.100000e-05,1.640000e-07,32,'1',332,'1'
1.100000e-05,1.690000e-07,31,'1',322,'1'
1.100000e-05,1.750000e-07,30,'1',313,'1'
1.100000e-05,1.800000e-07,29,'1',304,'1'
1.100000e-05,1.850000e-07,29,'1',297,'1'
1.100000e-05,1.900000e-07,28,'1',288,'1'
1.100000e-05,1.950000e-07,27,'1',281,'1'
1.100000e-05,2.000000e-07,26,'0',274,'1'
1.100000e-05,2.050000e-07,26,'0',267,'1'
1.100000e-05,2.100000e-07,25,'0',261,'1'
1.100000e-05,2.150000e-07,25,'0',254,'1'
1.100000e-05,2.200000e-07,24,'1',249,'1'
1.100000e-05,2.250000e-07,24,'0',244,'1'
1.100000e-05,2.300000e-07,23,'0',238,'1'
1.100000e-05,2.350000e-07,23,'0',233,'1'
1.100000e-05,2.400000e-07,22,'0',228,'1'
1.100000e-05,2.450000e-07,21,'0',223,'1'
